Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
72729.36,6.73,7.82,5.15,38554.72,1502539.7
64532.55,6.14,8.12,4.13,31453.89,1320420.92
46209.66,5.76,6.61,2.73,26128.43,573652.94
77531.12,7.5,7.1,6.38,39085.78,1610825.63
83877.3,5.51,7.42,6.25,34998.1,1605026.92
84464.75,6.37,6.32,1.43,35326.15,1600599.31
72408.76,6.39,6.56,4.2,38768.61,1344683.95
69073.89,5.38,7.85,4.85,41317.94,1298418.95
82738.49,5.18,8.09,4.52,38840.12,1659621.51
86513.84,5.63,7.06,5.84,34470.61,1743854.19
80664.58,5.49,5.78,5.59,28209.29,1223196.45
58548.09,4.54,6.69,4.31,30081.11,765165.83
70728.93,5.34,5.53,6.78,44581.98,1082173.04
73267.36,6.24,7.07,5.13,31958.91,1318417.65
49296.1,7.23,7.25,3.55,22803.53,946660.23
73585.45,6.53,6.72,3.3,47671.78,1469269.21
92808.55,3.41,7.23,5.51,26809.89,1278610.82
75403.44,6.61,7.41,3.0,36512.83,1622015.54
84286.64,5.43,7.25,3.48,41037.79,1615302.81
70532.51,6.43,5.78,3.69,36194.94,1266772.02
67802.64,5.97,6.73,4.42,11567.48,850405.85
72646.59,5.79,7.4,3.74,40038.59,1370343.36
59887.92,5.88,8.58,2.36,49328.15,1336897.63
58311.08,5.96,6.72,5.41,43969.33,1122866.72
82079.27,7.31,7.55,3.48,15082.36,1652765.45
83209.42,5.96,7.88,6.46,57275.9,2116709.53
58019.79,7.05,6.79,4.35,23003.92,958955.82
78899.93,6.91,8.15,5.54,25459.69,1588181.9
67656.18,6.64,8.2,4.76,43923.14,1580091.57
72204.68,4.21,8.38,5.6,40657.45,1253944.86
73488.01,7.09,7.45,4.68,36960.33,1653552.4
79180.79,5.53,9.37,4.27,30511.64,1732556.44
69464.61,6.69,6.37,5.32,49371.75,1757422.69
83612.51,5.02,9.14,7.04,35772.69,1613351.81
71880.72,4.81,7.77,3.65,20622.27,1068893.62
75235.56,7.94,8.34,4.96,48393.58,2139323.67
59702.09,5.03,6.67,3.97,38339.4,882002.22
91589.99,7.11,7.84,4.6,47229.44,2119615.5
73590.39,6.1,8.43,4.03,41845.55,1684421.18
76182.13,5.56,5.89,1.33,59899.86,1795001.42
51442.96,5.94,6.83,3.73,33086.55,851274.68
59814.64,4.69,4.83,5.21,36322.73,530829.84
81776.36,5.97,6.81,3.04,43307.32,1617626.09
71640.69,4.91,6.17,5.11,33147.86,900044.5
48185.94,5.59,6.77,4.21,44129.18,861589.18
79649.09,6.9,9.94,3.74,6909.93,1639171.33
62787.36,6.23,8.72,5.09,35440.63,1318539.34
83624.82,4.51,5.54,4.82,35140.8,834042.95
67646.85,6.82,7.55,4.5,34781.29,1462239.79
70764.76,5.97,7.8,5.23,27459.5,1232537.03
81148.3,5.44,6.65,4.23,45156.27,1470406.36
59017.52,6.72,7.17,1.96,31156.39,1048117.65
58001.24,5.81,7.27,3.51,38150.72,1116088.92
66488.72,4.83,5.63,1.76,35794.15,815503.21
77399.01,7.81,5.95,4.79,41129.11,1800687.15
54398.51,5.96,7.16,5.08,50365.29,1294994.91
50805.09,5.9,7.09,5.14,38099.41,889737.55
77362.22,5.58,6.27,4.58,44513.87,1379683.83
62156.46,7.15,6.19,5.17,37600.84,1260789.97
64402.66,5.46,6.9,2.04,31140.87,985779.04
48793.11,4.45,7.89,3.85,34758.04,503590.65
61346.44,5.31,6.91,2.24,33348.84,1136745.65
68502.35,7.29,8.63,3.54,41802.01,1837340.74
78498.97,6.8,6.29,5.97,37221.52,1504932.36
60363.23,5.73,7.19,5.32,28279.92,765228.3
86247.31,7.34,6.63,4.79,33960.02,1777258.4
61287.0,6.72,7.58,3.76,21018.28,1015126.63
61302.61,5.72,6.2,2.76,34330.81,934581.09
84968.16,5.82,8.94,4.21,36175.96,1614884.86
70836.74,6.31,5.28,5.35,54111.85,1390281.49
62699.52,5.16,8.72,4.48,49546.39,1381039.24
66929.59,5.98,7.08,2.03,25899.81,1063829.61
83004.06,6.29,7.55,4.11,38165.56,1703014.68
84209.79,4.31,8.34,1.63,38339.65,1526609.15
59877.62,5.79,7.86,4.97,33875.91,1275266.22
68130.74,5.68,6.25,3.13,34508.62,1040001.36
69543.89,7.0,7.6,2.48,32650.05,1380907.67
58071.65,4.15,8.88,4.99,54749.63,1084604.64
67989.51,5.6,6.09,4.67,32032.37,971452.05
68639.73,5.5,9.13,4.27,39546.8,1363720.21
80735.35,6.93,7.38,6.68,11062.38,1453560.71
81451.74,5.94,6.55,4.76,44336.92,1600472.94
65074.29,7.76,6.09,3.19,47916.73,1644387.5
66302.69,6.64,6.76,4.62,25721.6,1288095.92
75663.03,5.57,5.02,3.63,31082.52,947740.78
62346.06,6.22,6.57,5.54,40644.17,1158585.61
74856.73,5.63,6.72,4.33,36356.15,1449631.24
67646.09,6.83,5.9,4.45,40791.72,1345107.43
58251.15,4.66,7.75,2.21,33312.13,925763.71
58385.03,5.16,6.77,4.06,54655.91,1272292.81
84005.75,6.43,6.35,3.91,29515.83,1583335.92
66915.86,7.19,6.66,2.72,62876.88,1834682.22
86065.89,3.8,7.35,3.71,48489.09,1656100.71
63108.66,7.34,7.06,4.52,44421.74,1502192.78
71686.67,5.84,6.28,3.97,25836.26,1120226.02
94084.15,4.11,7.12,2.24,45191.6,1640770.5
57313.37,3.01,6.94,3.64,42157.09,724085.45
48356.09,4.47,5.84,3.4,15125.87,52787.63
82295.48,5.96,6.7,4.22,22222.34,1144142.96
59770.87,5.91,7.58,4.09,39712.46,1258595.37
68362.31,6.61,7.57,3.47,34840.0,1312833.44
62338.28,5.44,6.76,3.43,31036.95,824623.8
71441.08,4.88,7.67,4.06,46871.57,1522071.26
58452.19,5.57,6.0,5.16,27391.49,828292.92
66665.2,6.01,6.03,4.32,31644.73,1012881.15
73377.13,6.21,6.74,5.73,29741.23,979463.28
57836.44,5.2,8.5,5.37,41226.43,1226785.17
61121.5,6.87,7.15,5.82,19097.38,1085170.02
64880.59,5.36,6.71,5.66,31223.61,1034050.7
53354.69,5.12,8.55,5.9,19064.56,781309.76
64079.35,5.44,6.7,2.56,33057.71,978529.05
69849.13,7.04,9.25,4.78,43339.26,1814781.95
64324.61,5.85,6.47,5.48,43516.4,1096447.31
65690.67,5.29,5.97,5.7,28941.59,792847.42
68370.89,6.9,6.82,3.03,41456.22,1503200.88
61594.09,8.1,6.74,4.79,34325.25,1442485.33
75948.34,6.19,6.17,4.07,49671.77,1645080.81
83887.65,7.2,9.62,6.25,34873.12,1963084.47
63633.63,7.01,7.31,2.27,6655.5,750027.1
73754.24,5.38,7.46,3.03,45042.71,1432352.48
66029.16,6.01,6.52,1.75,31606.44,983343.94
72478.36,4.71,6.41,4.16,33441.57,1049675.7
85271.08,5.78,8.03,6.76,39497.04,1646201.72
74004.29,5.36,5.3,3.93,22022.77,979009.84
49681.95,5.58,5.84,4.1,36903.94,584420.03
73421.69,5.24,6.74,4.66,41467.88,1461061.15
81722.86,5.7,8.35,3.84,39776.34,1777027.45
66221.23,6.51,6.61,4.43,30218.61,1062396.88
79194.48,5.86,7.41,4.46,46007.92,1888009.73
61227.75,4.13,7.02,2.94,26262.85,683704.2
52750.12,5.24,8.3,3.86,29954.7,887796.64
70087.58,4.48,5.39,4.89,34813.19,833294.37
49862.47,6.22,7.73,5.12,39095.52,1089566.79
66027.52,6.48,6.79,5.58,32941.91,1277503.92
82298.16,6.23,7.92,4.39,48356.72,1818034.23
48228.75,5.2,6.16,4.42,39093.72,625536.52
54946.12,6.22,7.01,4.9,36913.91,1042844.84
57583.6,5.51,6.89,3.25,38744.85,1037905.65
67908.14,4.85,5.98,3.2,43437.09,1113410.26
64685.19,6.71,5.7,3.83,38552.69,1198940.17
83495.0,6.79,6.4,2.41,18203.55,1317630.02
78754.44,6.92,7.12,4.48,46976.38,1761876.28
73861.62,5.38,6.23,5.27,37350.78,1091245.5
70135.13,7.15,6.66,3.11,42960.16,1612236.08
72774.04,5.49,5.09,4.52,32134.01,923763.29
59395.99,6.63,6.62,3.21,18032.84,833883.93
77719.15,5.47,8.02,2.73,13544.82,1184115.96
56730.83,5.76,7.7,6.51,26790.15,927614.01
77486.45,3.58,6.9,2.75,41297.15,1129669.28
81224.91,5.68,7.24,2.41,49044.57,1621837.09
70830.39,6.07,6.15,4.24,39160.06,1301814.1
66704.92,5.57,8.63,4.31,25719.64,1171674.9
72849.5,7.72,9.08,4.8,28380.57,1774435.03
38084.94,4.83,7.16,6.44,49668.77,770763.69
71804.47,5.42,9.61,3.02,23153.5,1415042.67
67374.87,5.08,6.3,3.27,57023.1,1269174.39
68043.41,5.42,5.73,5.96,54782.67,1283442.71
76113.22,7.0,6.27,5.14,57350.12,1994457.96
67786.11,7.44,6.77,4.96,39941.46,1492611.31
56430.68,5.29,9.33,3.25,32773.37,1128151.12
67075.93,5.26,6.71,5.36,39699.74,1206863.23
69303.01,4.83,6.12,4.97,45180.71,1150402.1
69807.97,7.27,6.08,4.21,29704.05,1260504.22
70308.74,7.09,8.14,3.26,25233.56,1384977.01
79660.6,5.88,8.0,4.11,33344.93,1567994.25
57008.04,4.6,6.5,6.01,28497.85,686669.93
70455.62,4.69,5.1,2.63,48478.8,1180565.68
82331.07,6.15,5.85,3.0,30044.94,1209894.37
50095.51,6.52,8.73,3.21,37112.24,1360239.66
70497.67,3.93,7.69,3.47,45919.68,1176440.55
62344.04,5.66,7.06,3.96,48865.43,1374933.93
64631.97,7.58,8.88,5.16,38232.95,1636396.4
58939.56,5.76,8.97,4.55,39977.14,1164628.18
66775.93,7.45,6.95,4.05,26069.37,1181708.49
88207.1,6.62,6.97,4.32,46316.84,1914888.64
55106.7,4.91,6.4,4.75,48703.47,975101.45
56117.3,5.69,6.7,1.91,17599.75,632849.08
54706.98,5.85,5.49,5.3,53660.24,1009517.6
86993.82,5.04,5.48,2.96,29208.95,1328759.26
63655.38,5.02,5.25,3.43,42064.71,880525.35
68309.74,7.47,8.09,4.4,36932.8,1680764.21
64290.14,5.01,5.41,3.89,35563.77,1126047.9
58517.34,7.05,8.96,4.58,34113.31,1436157.82
66076.76,5.55,6.25,4.15,26311.81,834026.76
94782.96,5.95,8.74,3.62,41361.99,2167105.68
83419.69,6.54,6.62,5.86,33324.01,1667847.17
59492.39,5.39,5.41,4.85,23166.98,616782.63
75484.84,6.54,8.29,4.35,25890.58,1526923.39
59720.63,3.95,8.41,4.83,23335.47,872974.86
49650.47,6.42,6.07,3.11,30956.44,874776.17
79448.95,3.54,6.66,6.65,40977.61,1127782.61
80947.27,5.76,6.08,2.64,29105.15,1210077.68
79731.82,6.83,6.87,4.12,45844.26,1821628.82
63575.18,6.6,7.1,3.63,34979.8,1190527.67
66805.5,4.69,6.64,3.58,33290.66,1019197.56
76574.0,4.82,5.15,3.42,36329.4,1068976.14
72755.56,5.3,6.4,3.03,50009.91,1649086.67
64387.61,6.16,7.7,5.44,22552.46,1238486.53
51326.93,3.97,6.78,2.5,52602.44,679312.39
69796.68,5.97,6.66,5.19,45692.59,1347257.39
80083.08,6.29,6.05,4.78,35948.06,1258119.43
55819.1,5.7,6.37,3.51,47904.53,835639.22
75390.9,6.5,8.41,4.64,32962.46,1637305.79
72116.57,6.2,5.84,3.79,38998.36,1162887.92
76578.08,5.44,7.72,2.63,30789.46,1519488.35
77876.51,4.06,7.04,2.64,45755.27,1417152.01
61181.39,6.11,7.24,4.79,29143.49,1028523.45
51349.45,5.04,6.25,4.72,35653.17,613433.84
62896.75,5.41,6.63,4.28,42903.45,1259898.35
78059.32,6.45,6.98,3.5,46566.28,1876875.43
62806.32,7.38,6.46,3.75,28013.04,1091700.38
61185.89,5.94,7.32,3.58,43637.9,1149782.82
49171.05,6.53,7.45,1.83,26416.8,813005.5
87262.72,4.55,9.18,4.06,14820.97,1421379.89
77383.46,6.22,7.27,4.62,28738.47,1368400.19
76788.55,5.92,5.06,4.06,44447.0,1370074.7
78897.02,7.2,8.16,6.16,36041.75,2030925.03
74729.56,5.44,6.78,2.74,30853.15,1062541.37
65978.94,5.74,9.02,3.17,36713.62,1382121.01
66837.6,7.03,8.48,4.14,36385.32,1448381.53
64026.02,5.89,6.48,4.28,42335.34,1103396.07
96664.07,4.88,7.72,1.64,20166.78,1501869.99
74507.91,8.51,6.39,4.72,35147.15,1649834.91
63639.81,4.91,6.99,4.29,37396.45,1058104.66
73544.26,5.92,7.67,1.37,22611.7,1249718.18
57809.16,6.32,8.11,3.84,22475.61,1050951.35
84618.03,6.24,7.89,2.99,32543.27,1677996.99
61537.33,5.79,7.07,3.42,36247.6,1073044.74
73923.57,5.8,9.5,2.33,36282.56,1621127.67
79944.19,5.75,6.62,4.49,30641.24,1321289.6
72683.86,4.88,5.37,6.15,30234.45,933812.87
69589.86,8.11,5.56,4.31,32240.88,1212949.54
68698.13,5.76,8.48,1.32,39125.83,1483235.89
67981.45,6.57,6.91,4.33,48515.86,1443970.01
62436.55,5.65,7.15,3.74,14125.56,731324.85
63792.41,5.63,6.44,2.63,42346.3,974662.29
84352.47,5.53,6.53,4.41,35059.82,1425429.85
67426.22,4.45,6.2,5.06,41380.79,1003976.49
60207.98,5.82,7.47,3.16,47929.52,1342079.88
63080.3,5.58,6.89,1.96,28668.37,833667.19
80310.75,7.14,7.43,1.51,45535.22,1940774.6
75783.62,4.8,7.33,3.16,23716.62,1192750.42
74554.99,5.41,6.56,3.79,37429.42,1219279.9
65838.34,5.09,5.52,3.35,33756.02,844954.82
74693.9,7.41,5.43,3.14,36622.32,1240808.17
61723.93,5.12,10.05,4.68,26346.83,1114816.03
65816.03,6.54,8.48,4.55,40499.07,1575991.31
78919.18,6.94,8.34,4.23,51906.9,2148010.39
77901.05,5.84,6.31,4.98,26517.32,1157119.23
58117.8,4.62,7.0,3.17,38045.23,1113823.55
59464.8,4.63,6.17,2.63,44657.54,906807.97
69741.55,6.83,5.66,3.34,33217.85,1096779.24
86980.12,4.73,6.4,3.25,49664.9,1718110.33
48166.91,6.37,8.33,1.46,31898.34,859353.23
71549.47,6.09,7.84,3.31,35008.78,1467224.48
53917.13,6.35,6.01,5.34,26305.94,654693.88
61822.3,6.45,6.67,4.97,37419.41,1045898.53
64698.92,5.06,7.75,4.63,36193.0,1223156.79
64101.22,5.01,6.41,4.14,42474.32,1012921.12
62893.8,6.69,7.07,5.76,29848.66,1352271.07
68659.81,5.36,7.4,2.68,29394.19,1008709.59
62878.25,3.26,7.38,2.79,40753.23,657506.89
52996.13,6.62,7.25,5.36,50030.12,1235462.9
76894.85,4.95,6.33,4.01,42405.93,1581599.18
76607.11,6.44,6.43,3.15,54498.57,1808161.89
77569.55,7.36,5.85,4.66,41674.43,1688183.34
52161.85,6.0,5.41,3.44,41316.98,860627.23
71768.87,6.97,6.87,2.95,42904.98,1535109.89
75787.58,6.13,7.81,2.92,50933.09,2042890.24
57592.45,7.55,5.6,4.38,48445.88,1352519.0
68680.77,4.93,7.27,4.23,25395.58,1004355.96
67343.83,5.97,7.78,5.85,44108.78,1560294.5
88216.64,6.65,5.13,3.62,38796.66,1484572.92
89094.28,5.79,6.72,3.6,34237.2,1526247.04
50844.29,7.12,8.65,5.75,18566.68,988611.51
95163.27,5.55,7.55,5.19,20876.9,1706817.23
58828.52,8.03,5.1,4.16,32545.66,979102.98
79035.02,8.08,7.65,2.06,21626.93,1685577.19
78926.57,6.26,6.23,2.98,32751.21,1368469.32
57970.93,6.53,7.69,2.68,43252.84,1161491.44
73840.25,7.16,6.29,4.02,30397.01,1350716.69
67436.91,4.8,6.94,3.35,36991.37,1108986.27
74491.05,4.68,6.45,5.95,25543.73,810621.83
71041.51,7.22,6.99,2.05,39128.27,1706274.56
81333.59,6.25,6.42,2.55,41206.24,1636274.93
69386.61,5.76,6.76,4.28,22040.38,1041308.94
66793.8,5.99,5.8,4.62,28700.53,975134.85
80264.85,3.62,7.49,1.0,23586.34,884035.81
74768.86,5.79,7.17,1.85,41216.96,1397831.11
76382.67,5.23,5.36,3.66,37790.77,1174018.1
61499.84,6.89,7.99,5.65,35669.61,1318284.15
57442.59,6.97,6.81,6.3,34889.81,1173301.48
62532.22,6.55,7.15,3.47,39367.14,1208672.68
61966.29,6.37,7.76,3.77,39565.8,1380159.53
76962.31,4.5,7.32,2.95,31244.39,1220425.97
78985.04,6.56,8.17,4.76,29854.7,1474071.17
66929.62,6.6,6.69,5.86,35577.47,1300694.7
83833.73,7.21,8.03,5.52,34279.88,1748256.83
83168.15,8.08,7.11,3.94,56615.27,2064983.32
71177.15,4.3,7.5,2.95,32352.85,991300.61
59823.28,5.6,7.4,3.99,39037.93,1389406.03
85373.36,5.25,8.24,5.68,40787.32,1813097.7
67932.68,6.15,7.72,3.49,50063.2,1719842.77
69927.67,5.99,6.54,1.75,28111.99,1177052.56
64963.49,5.75,6.34,3.54,49459.0,1294356.72
59099.61,7.0,6.94,3.64,34700.1,1290925.52
52930.24,4.89,6.22,1.74,60988.85,966437.78
75328.11,4.95,5.93,4.27,39761.83,1216461.52
60233.51,4.97,4.84,4.6,23965.88,593505.76
101191.48,5.62,5.43,6.27,34206.2,1765259.54
57007.63,4.76,9.0,2.34,49425.47,1385729.99
55181.82,5.93,6.33,4.88,36972.3,923564.32
74020.06,5.82,8.91,5.17,35571.22,1755420.24
84882.42,5.2,7.4,4.62,43299.05,1629320.38
69271.4,6.85,6.94,2.74,32738.9,1574823.11
74681.96,5.92,5.47,2.67,34071.47,1226519.55
48934.47,7.03,6.99,4.1,26787.11,837716.13
61362.08,5.79,8.9,4.09,53321.55,1457073.13
57140.4,5.96,8.56,3.29,24028.58,942687.49
48385.6,5.42,7.27,5.57,37844.96,709437.72
69829.78,5.97,5.83,3.49,40925.85,1214075.93
44678.94,6.69,6.02,1.65,36027.51,616142.47
54491.04,5.57,6.13,3.7,23718.41,732273.4
62857.59,6.49,8.28,4.57,26250.27,1248104.96
59723.16,5.18,8.64,4.4,41348.98,1233171.84
72807.92,6.73,7.19,4.39,28422.7,1272711.74
71839.87,5.41,6.68,5.82,15598.23,821291.53
78109.11,6.82,8.55,2.61,40003.76,1634499.09
76601.91,6.04,6.0,3.46,27503.48,1358241.85
80741.78,7.49,7.04,5.88,42427.85,1740608.76
68562.55,4.84,7.46,1.56,34161.91,966238.17
71817.35,4.52,6.12,3.91,33683.61,1094679.82
74034.71,5.37,6.35,5.49,36681.46,1256883.6
70092.78,4.61,6.27,5.47,24863.45,831423.8
64349.7,4.61,8.42,4.79,27970.38,1038243.31
65039.83,6.6,8.92,4.82,33583.25,1586572.83
59869.46,5.98,7.11,2.7,24805.4,927938.12
73076.59,5.51,6.72,5.67,43247.64,1210899.01
67580.99,5.6,6.38,2.5,33112.26,1132636.74
61514.89,5.39,6.99,2.58,21777.34,839011.11
61524.79,7.61,6.43,4.46,30614.64,1350079.24
55682.57,5.25,6.89,3.37,37167.44,747771.6
79015.49,4.67,7.41,4.23,31735.55,1188621.74
69420.91,6.77,6.58,4.51,40131.17,1465830.94
59387.28,5.77,6.8,6.17,41860.31,1009178.59
77200.5,8.0,6.8,4.51,59999.88,1889471.94
62609.74,5.46,6.67,3.22,47583.14,1206089.27
53592.52,6.82,6.54,4.81,19922.02,873043.62
79467.19,7.05,7.76,2.96,32587.69,1701500.05
62858.62,5.46,5.2,5.1,33516.59,859149.72
64224.95,5.24,8.58,4.06,41870.58,1374616.93
69021.9,6.71,7.13,4.47,26897.16,1275607.0
80760.72,6.55,7.61,1.79,30890.32,1625964.91
68796.56,4.58,7.72,1.21,23812.21,1072831.81
55802.81,4.86,6.27,2.13,30185.51,530528.4
74379.64,3.47,6.07,6.13,30555.72,865249.87
63413.98,6.57,5.95,2.57,33056.42,957160.54
88704.49,5.72,6.74,4.88,24386.86,1371096.75
68571.07,5.82,7.7,3.19,45909.61,1593001.05
44761.99,4.31,6.4,3.68,40849.72,358473.35
72391.8,4.89,7.6,3.92,21783.36,1003305.55
89308.52,5.51,4.6,6.0,36420.78,1588991.8
85379.16,5.31,6.6,4.7,20627.85,1340329.2
88097.31,6.1,8.17,4.45,49484.89,1980125.79
57714.4,6.56,6.82,5.57,52183.03,1298561.13
78304.72,8.23,6.15,3.2,35609.81,1715639.08
60887.98,5.96,6.33,5.29,27700.5,1023882.56
70973.48,7.08,3.93,5.09,29570.13,929436.3
55015.87,5.16,5.97,5.07,31659.61,544608.27
61714.39,4.32,8.06,3.79,35102.74,1033058.67
61375.56,5.63,6.4,3.44,49764.91,1021004.8
78159.8,4.4,6.52,2.91,45647.35,1207295.76
77117.06,5.99,4.63,2.99,45800.22,1301695.68
71533.34,5.21,5.34,2.85,37855.99,1022959.75
54190.21,4.05,8.19,4.43,24713.4,478191.64
65261.55,7.7,7.61,3.7,28520.19,1472676.03
60630.89,5.45,5.68,4.51,36765.66,915406.26
77852.0,4.36,6.35,4.58,24242.08,877416.03
81140.09,6.87,6.96,2.68,39180.03,1888548.03
79841.96,5.26,5.78,2.64,44153.85,1396115.5
60533.87,7.06,4.97,3.7,41575.55,1005736.36
39385.06,5.25,6.83,3.03,41177.01,737121.94
49750.72,5.44,7.57,2.9,17640.14,508917.65
83734.7,6.32,7.59,6.07,49396.56,1946590.83
64306.42,6.57,7.87,2.09,20606.7,1090028.64
60581.78,6.74,5.42,6.47,34646.96,1074569.99
86090.47,5.89,7.05,4.34,42302.04,1682686.03
82067.07,6.5,6.72,5.19,39722.08,1625362.41
68843.57,6.72,6.9,5.05,23480.47,1177475.35
65455.91,6.18,6.78,4.74,25262.12,992907.05
67175.07,5.84,6.32,6.02,39012.19,1288448.32
71004.1,4.55,3.94,2.65,41233.14,661163.87
85636.3,6.57,8.16,3.79,25174.0,1703522.22
73085.66,6.02,7.32,2.93,40059.48,1477528.48
76321.02,5.57,5.49,1.89,21123.91,937707.59
81045.08,7.24,7.47,3.17,42360.06,1990346.18
56116.59,4.57,6.54,6.28,27390.87,434721.29
76628.32,7.61,6.57,3.77,36962.1,1724340.98
65443.49,5.96,6.21,6.42,35295.58,970281.49
41766.46,6.29,7.53,6.55,47682.52,939452.29
45900.97,5.59,6.18,7.66,38566.14,528273.56
57731.9,4.33,5.88,6.32,30216.91,510815.34
74244.78,5.84,8.13,6.88,39731.96,1509855.13
69795.88,6.31,6.81,4.38,57426.45,1814077.88
70547.98,6.65,6.84,4.26,43508.72,1538021.56
89376.16,5.78,7.69,4.34,35575.77,1803847.0
55057.04,3.81,6.32,3.98,27889.39,302104.2
68290.62,4.45,6.52,4.16,30044.32,934849.88
71827.67,8.01,7.3,4.91,42911.93,1976978.02
60735.8,4.9,5.43,3.41,27371.41,683560.98
68884.91,7.39,7.21,2.29,36189.69,1398060.84
51530.74,5.06,6.23,4.43,50431.37,827844.55
83609.78,5.8,7.85,3.13,37655.64,1697932.5
61318.35,6.6,7.54,3.26,25452.62,1058014.68
90233.66,5.17,7.41,3.8,57778.14,2232475.48
68236.89,7.56,5.37,3.52,53655.3,1537234.28
79539.99,6.05,6.89,5.35,41137.18,1577478.11
68014.9,6.44,5.8,3.77,48824.87,1317133.8
68255.33,5.72,6.95,5.41,33513.23,1199086.4
62358.42,6.63,4.65,4.23,43353.21,1203654.3
69852.62,7.54,5.43,3.87,31959.37,1308748.53
71972.23,5.85,8.19,4.17,22710.51,1239834.97
60224.37,7.69,7.36,2.39,61887.83,1693917.16
67250.28,5.37,6.63,4.4,22203.11,1005845.55
62080.57,6.74,6.07,5.02,39116.26,1173074.54
93092.82,6.46,5.89,5.2,39000.33,1767938.65
67626.65,4.92,7.19,2.32,41284.36,938061.72
85052.08,6.19,6.64,2.11,35272.88,1583196.89
66498.06,5.99,8.55,3.32,35376.45,1360892.78
71346.49,5.14,6.8,5.68,37536.74,1008324.41
54499.9,6.33,7.05,4.25,40925.69,1202269.9
63818.1,6.12,5.59,3.03,36144.97,961696.48
70826.88,5.91,6.63,2.19,35484.52,1434451.05
85486.63,5.91,7.17,3.14,23050.98,1581803.0
70948.89,5.89,6.61,3.06,56148.8,1487462.82
83330.69,5.62,6.5,5.13,41479.81,1685822.57
75411.89,6.12,7.32,5.23,38236.4,1673151.99
85927.84,5.34,8.52,2.69,29965.16,1569347.71
67953.73,8.61,7.14,4.91,26202.13,1451000.21
94057.99,4.58,8.15,4.78,44698.37,1643744.92
63409.65,5.4,7.62,2.53,34576.37,1148390.91
60414.05,5.48,8.09,3.88,42327.07,1139634.88
55686.26,8.0,6.37,4.4,22742.91,1084658.89
93427.06,4.67,6.78,4.18,51515.53,1739050.11
77316.67,6.4,6.79,1.88,45109.17,1552351.76
65021.94,6.23,7.54,4.14,35358.45,1230766.02
81895.08,6.31,7.79,4.76,40804.18,1648197.48
75912.42,7.2,7.12,5.92,43517.47,1701836.64
89537.99,7.18,7.88,3.16,22893.47,1746209.47
52086.2,5.53,6.42,3.31,52815.43,1020373.93
65754.79,6.17,7.88,3.72,40959.37,1430140.82
63653.45,4.13,8.02,4.34,29174.78,771746.26
47547.49,6.08,7.67,4.1,25279.33,859915.51
79883.97,5.19,7.13,4.72,45959.95,1533068.12
65701.11,5.8,7.71,2.6,38258.76,1441975.65
76465.99,4.31,6.09,4.47,40952.81,1151483.89
93733.45,6.38,7.19,3.07,36427.65,1907224.73
64818.13,4.3,7.29,3.8,26210.77,747478.9
64094.35,6.13,5.65,6.08,41211.03,1174874.89
69847.72,4.77,7.47,2.26,34202.46,1123453.39
79105.08,5.14,5.73,3.64,35947.72,1283774.59
62542.97,7.12,6.56,2.41,59754.75,1787697.05
61858.21,6.56,7.03,4.17,44788.51,1282326.01
79850.52,7.12,6.25,5.27,45361.14,1810838.56
72618.54,7.52,7.07,4.19,63164.19,2087287.2
46790.29,5.21,7.06,3.84,39979.9,785310.92
55522.77,7.46,6.16,5.61,37351.1,1108001.5
84583.17,4.53,7.56,4.39,29421.87,1300966.54
72866.75,6.72,6.22,4.99,31671.42,1262600.22
60459.52,5.49,9.3,4.86,15845.5,927834.72
66766.77,5.06,6.88,1.0,44007.95,1091860.54
68724.08,6.59,5.81,3.89,23588.81,1024320.52
76424.45,6.92,6.0,2.65,45122.65,1525474.77
54106.63,6.89,8.15,2.96,35735.97,1280951.27
59620.16,6.19,6.58,5.79,37433.98,1088978.81
71492.16,6.11,5.61,3.52,35742.5,1192958.81
67518.96,6.5,7.85,6.31,49919.79,1623095.77
74677.88,6.28,6.57,2.25,48166.72,1581831.7
55478.91,6.52,7.65,2.65,35876.25,1121909.96
72389.28,6.18,7.93,4.92,27240.38,1442573.64
80217.1,6.81,7.27,3.56,45332.6,1782538.26
73771.51,4.37,9.41,4.36,26490.34,1301718.46
70065.65,5.85,5.25,3.84,20731.0,700153.99
67561.07,4.61,6.16,3.8,41109.12,1066171.66
59685.16,6.25,6.73,3.61,48256.51,1216705.42
67815.64,7.61,9.27,4.2,32142.53,1644583.08
82008.94,5.51,8.81,4.77,40177.84,1650015.99
67314.39,6.11,8.29,5.97,32037.44,1240303.86
59099.47,6.73,6.19,3.73,43328.78,1148887.47
63336.63,3.93,6.31,3.5,47031.17,1049514.81
70723.66,5.46,6.15,3.34,33554.06,1021226.62
64602.09,6.34,6.2,5.79,25964.04,773299.64
73755.36,3.11,8.5,4.83,21701.97,911304.63
74155.47,5.01,6.74,1.64,45350.46,1221222.74
78057.78,7.07,6.88,1.59,24882.58,1540409.67
83755.3,6.97,7.77,2.96,39855.34,1863596.47
79196.86,6.35,5.31,4.26,43878.77,1442241.06
58625.88,6.85,7.04,3.94,31187.58,1247306.41
58953.13,6.19,5.88,4.61,34513.36,998669.01
67775.43,6.53,6.69,3.76,46078.51,1329733.91
63774.37,5.67,6.4,5.7,28141.68,813215.42
56450.71,6.09,6.35,4.93,27134.11,633791.46
